Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,External IP
19003,1541,39544,2610,80,6,26,63123182,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10500000.0,11900000.0,32100000.0,999554.0,63100000.0,10500000.0,11900000.0,32100000.0,999554.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,280,0,0.110894283,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7011476.0,0.0,7011476.0,7011476.0,18700000.0,12200000.0,32100000.0,8015966.0,DoS Slowhttptest,0.0
96177,1592,8080,1597,2937,6,45,21,1,1,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,571428,95238,21.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,47619.04762,47619.04762,6.0,6.0,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,9.0,6.0,6.0,0,0,0,0,0,0,1,6,1,6,251,16393,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot,0.0
155617,769,62393,1409,9943,6,112,44,1,1,2.0,6.0,2.0,2.0,2.0,0.0,6.0,6.0,6.0,0.0,181818,45454,44.0,0.0,44.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,20,22727.27273,22727.27273,2.0,6.0,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1.0,5.0,2.0,6.0,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan,0.0
2673,426,15493,867,80,6,27,787178,3,7,26.0,11601.0,20.0,0.0,8.666666667,10.26320288,4380.0,0.0,1657.285714,1548.670905,14770,12,87464.22222,254865.6486,766889.0,44.0,19763.0,9881.5,13793.53198,19635.0,128.0,787115.0,131185.8333,311528.5878,766889.0,47.0,0,0,0,0,72,152,3.811082119,8.892524944,0.0,4380.0,1057.0,1460.382073,2132715.8,0,0,0,1,0,0,0,0,2.0,1162.7,8.666666667,1657.285714,0,0,0,0,0,0,3,26,7,11601,8192,229,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS,0.0
237033,2268,49238,3343,443,6,13328,117320438,319,461,3490.0,804554.0,441.0,0.0,10.94043887147335,34.85269398187473,4380.0,0.0,1745.236442516269,846.8233726156755,6887,6,150603.8998716303,2943104.158257996,58337049.0,0.0,117320438.0,368932.1949685535,4604119.761148418,58391866.0,1.0,117117047.0,254602.2760869565,3835909.649725486,58352098.0,0.0,0,0,0,0,7400,9232,2.7190488327362026,3.9294091281861734,0.0,4380.0,1034.6274007682473,1073.2215321850708,1151804.4571456711,0,0,0,1,0,0,0,0,1.0,1035.953846153846,10.940438871473354,1745.2364425162689,0,0,0,0,0,0,319,3490,461,804554,8192,144,234,20,428763.0,297745.69499490666,639301.0,218225.0,58122358.0,303618.92391944217,58337049.0,57907667.0,BENIGN,0.0
70959,769,44033,1409,5877,6,112,43,1,1,2.0,6.0,2.0,2.0,2.0,0.0,6.0,6.0,6.0,0.0,186046,46511,43.0,0.0,43.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,20,23255.81395,23255.81395,2.0,6.0,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1.0,5.0,2.0,6.0,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan,0.0
12653,1495,53320,2560,21,6,456,48,2,0,14.0,0.0,14.0,0.0,7.0,9.899494937,0.0,0.0,0.0,0.0,291666,41666,48.0,0.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,0,41666.66667,0.0,0.0,14.0,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0.0,14.0,7.0,0.0,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator,0.0
19236,1541,40010,2610,80,6,77,33147246,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,33100000.0,0.0,33100000.0,33100000.0,33100000.0,33100000.0,0.0,33100000.0,33100000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,0.060336838,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,410,-1,0,32,0.0,0.0,0.0,0.0,33100000.0,0.0,33100000.0,33100000.0,DoS GoldenEye,0.0
11087,1495,50374,2560,22,6,291,41,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,48780,41.0,0.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,24390.2439,24390.2439,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSH-Patator,0.0
148657,769,59622,1409,49175,6,115,43,1,1,0.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,139534,46511,43.0,0.0,43.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,23255.81395,23255.81395,0.0,6.0,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1.0,3.0,0.0,6.0,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan,0.0
38652,426,57426,867,80,6,30,76269337,8,6,56.0,11601.0,20.0,0.0,7.0,5.656854249,4380.0,0.0,1933.5,1757.789948,152,0,5866872.077,19500000.0,70600000.0,1.0,76300000.0,10900000.0,26400000.0,70600000.0,1.0,26428.0,5285.6,7138.67819,13786.0,14.0,0,0,0,0,172,132,0.104891432,0.078668574,0.0,4380.0,777.5333333,1434.571657,2057995.838,0,0,0,0,1,0,0,0,0.0,833.0714286,7.0,1933.5,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,1017.0,0.0,1017.0,1017.0,38100000.0,45900000.0,70600000.0,5677995.0,DDoS,0.0
12192,426,25012,867,80,6,33,228585,3,5,26.0,11607.0,20.0,0.0,8.666666667,10.26320288,5840.0,0.0,2321.4,3173.373883,50891,34,32655.0,85513.80008,226581.0,43.0,1455.0,727.5,72.83199846,779.0,676.0,228542.0,57135.5,112965.5179,226581.0,48.0,0,0,0,0,72,112,13.12422075,21.87370125,0.0,5840.0,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1.0,1454.125,8.666666667,2321.4,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS,0.0
194840,2210,52307,2608,53,17,288,182,2,2,102.0,166.0,51.0,51.0,51.0,0.0,83.0,83.0,83.0,0.0,1472527,21978,60.66666667,99.88159657,176.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,64,10989.01099,10989.01099,51.0,83.0,63.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1.0,79.75,51.0,83.0,0,0,0,0,0,0,2,102,2,166,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
204454,2149,3209,2589,443,6,13,107869,10,7,563.0,3840.0,197.0,0.0,56.3,76.47374277,1460.0,0.0,548.5714286,655.5175709,40818,157,6741.8125,8986.022244,23836.0,4.0,107869.0,11985.44444,9839.574573,26264.0,48.0,72820.0,12136.66667,18147.17084,40701.0,4.0,0,0,0,0,212,152,92.70504037,64.89352826,0.0,1460.0,244.6111111,466.0246319,217178.9575,0,0,0,1,0,0,0,0,0.0,259.0,56.3,548.5714286,0,0,0,0,0,0,10,563,7,3840,8192,288,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
17286,1541,36110,2610,80,6,73,43174228,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,43200000.0,0.0,43200000.0,43200000.0,43200000.0,43200000.0,0.0,43200000.0,43200000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,0.046323932,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,410,-1,0,32,0.0,0.0,0.0,0.0,43200000.0,0.0,43200000.0,43200000.0,DoS GoldenEye,0.0
18714,1541,38966,2610,80,6,26,63153371,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10500000.0,11900000.0,32100000.0,997955.0,63200000.0,10500000.0,11900000.0,32100000.0,997955.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,280,0,0.110841272,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7009781.0,0.0,7009781.0,7009781.0,18700000.0,12300000.0,32100000.0,8016043.0,DoS Slowhttptest,0.0
16332,1541,34202,2610,80,6,15,63121762,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10500000.0,11900000.0,32100000.0,998111.0,63100000.0,10500000.0,11900000.0,32100000.0,998111.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,280,0,0.110896778,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7010107.0,0.0,7010107.0,7010107.0,18700000.0,12200000.0,32100000.0,8015902.0,DoS Slowhttptest,0.0
33452,2257,42090,2422,80,6,18917,80222,3,4,439.0,859.0,439.0,0.0,146.33333333333334,253.45676817424572,859.0,0.0,214.75,429.5,16180,87,13370.333333333334,14924.9953121154,32986.0,4.0,56348.0,28174.0,6805.195662139334,32986.0,23362.0,56911.0,18970.333333333336,32580.826513968816,56591.0,4.0,0,0,0,0,104,136,37.39622547430879,49.86163396574506,0.0,859.0,162.25,320.71382437128767,102857.35714285714,0,0,0,1,0,0,0,0,1.0,185.42857142857144,146.33333333333334,214.75,0,0,0,0,0,0,3,439,4,859,29200,31,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
18667,1541,38872,2610,80,6,26,63141630,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10500000.0,11900000.0,32100000.0,998211.0,63100000.0,10500000.0,11900000.0,32100000.0,998211.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,280,0,0.110861883,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7013903.0,0.0,7013903.0,7013903.0,18700000.0,12200000.0,32100000.0,8016167.0,DoS Slowhttptest,0.0
20181,1541,41900,2610,80,6,78,107453710,2,1,331.0,6.0,331.0,0.0,165.5,234.0523446,6.0,6.0,6.0,0.0,3,0,53700000.0,76000000.0,107000000.0,61.0,107000000.0,107000000.0,0.0,107000000.0,107000000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,20,0.018612666,0.009306333,0.0,331.0,84.25,164.5243143,27068.25,0,0,0,0,1,0,0,0,0.0,112.3333333,165.5,6.0,0,0,0,0,0,0,2,331,1,6,284,0,1,32,0.0,0.0,0.0,0.0,107000000.0,0.0,107000000.0,107000000.0,DoS GoldenEye,0.0
43603,426,62377,867,80,6,42,145624,3,6,26.0,11607.0,20.0,0.0,8.666666667,10.26320288,5755.0,0.0,1934.5,2529.124572,79883,61,18203.0,51069.26331,144592.0,13.0,804.0,402.0,336.5828278,640.0,164.0,145608.0,29121.6,64550.80967,144592.0,13.0,0,0,0,0,72,132,20.60099984,41.20199967,0.0,5755.0,1163.3,2131.87096,4544873.789,0,0,0,1,0,0,0,0,2.0,1292.555556,8.666666667,1934.5,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS,0.0
55778,2258,57455,9412,80,6,4881,2841,2,0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,4223,703,2841.0,0.0,2841.0,2841.0,2841.0,2841.0,0.0,2841.0,2841.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,703.9774727208729,0.0,6.0,6.0,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,9.0,6.0,0.0,0,0,0,0,0,0,2,12,0,0,63845,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
20794,1334,51598,1920,8080,6,26,81674,4,3,207.0,134.0,195.0,0.0,51.75,95.54187564,128.0,0.0,44.66666667,72.23111056,4175,85,13612.33333,32335.04946,79613.0,43.0,81674.0,27224.66667,46498.41021,80915.0,43.0,80214.0,40107.0,55869.921,79613.0,601.0,0,0,0,0,92,72,48.97519406,36.73139555,0.0,195.0,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0.0,48.71428571,51.75,44.66666667,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot,0.0
23795,1541,49128,2610,80,6,33,63104432,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10500000.0,11900000.0,32100000.0,996964.0,63100000.0,10500000.0,11900000.0,32100000.0,996964.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,280,0,0.110927232,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7008920.0,0.0,7008920.0,7008920.0,18700000.0,12200000.0,32100000.0,8015908.0,DoS Slowhttptest,0.0
25897,426,38717,867,80,6,43,437212,3,6,26.0,11601.0,20.0,0.0,8.666666667,10.26320288,4380.0,0.0,1933.5,1757.789948,26593,20,54651.5,139737.1804,398949.0,16.0,37815.0,18907.5,26688.33124,37779.0,36.0,437106.0,87421.2,174917.4799,398949.0,16.0,0,0,0,0,72,132,6.86165979,13.72331958,0.0,4380.0,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2.0,1291.888889,8.666666667,1933.5,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS,0.0
27029,1541,55592,2610,80,6,500,102666590,14,3,2541.0,6.0,231.0,0.0,181.5,98.36333745,6.0,0.0,2.0,3.464101615,24,0,6416661.875,13200000.0,51300000.0,127.0,103000000.0,7897420.231,14400000.0,51300000.0,693.0,103000000.0,51300000.0,28200000.0,71300000.0,31400000.0,0,0,0,0,456,100,0.136363738,0.029220801,0.0,231.0,141.5,115.4547276,13329.79412,0,0,0,1,0,0,0,0,0.0,149.8235294,181.5,2.0,0,0,0,0,0,0,14,2541,3,6,29200,0,11,32,3206001.5,4533456.029,6411639.0,364.0,19300000.0,18800000.0,51300000.0,5706975.0,DoS slowloris,0.0
17696,1541,36930,2610,80,6,45,46,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43478,46.0,0.0,46.0,46.0,46.0,46.0,0.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,43478.26087,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk,0.0
27304,1541,56142,2610,80,6,502,105613852,16,3,2541.0,6.0,231.0,0.0,158.8125,110.5828309,6.0,0.0,2.0,3.464101615,24,0,5867436.222,12500000.0,51300000.0,83.0,106000000.0,7040916.667,13500000.0,51300000.0,339.0,103000000.0,51300000.0,28100000.0,71200000.0,31500000.0,0,0,0,0,536,100,0.151495279,0.028405365,0.0,231.0,127.35,117.5733925,13823.50263,0,0,0,1,0,0,0,0,0.0,134.0526316,158.8125,2.0,0,0,0,0,0,0,16,2541,3,6,29200,0,11,32,4707568.5,6657006.587,9414783.0,354.0,19200000.0,18800000.0,51300000.0,5804778.0,DoS slowloris,0.0
9511,1495,47198,2560,22,6,258,12625276,21,32,2008.0,2745.0,640.0,0.0,95.61904762,140.0451628,976.0,0.0,85.78125,220.240592,376,4,242793.7692,664154.7866,2684761.0,3.0,9900343.0,495017.15,871789.0819,2318039.0,533.0,12600000.0,407263.129,825075.0436,2684761.0,3.0,0,0,0,0,680,1032,1.663329974,2.534598056,0.0,976.0,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1.0,89.67924528,95.61904762,85.78125,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSH-Patator,0.0
10540,1495,49268,2560,22,6,279,10993195,22,33,2008.0,2745.0,640.0,0.0,91.27272727,138.1821372,976.0,0.0,83.18181818,217.2857356,432,5,203577.6852,573862.2691,2490872.0,4.0,8918592.0,424694.8571,795720.2488,2535457.0,513.0,11000000.0,343533.9688,716652.9483,2490872.0,4.0,0,0,0,0,712,1064,2.001238039,3.001857058,0.0,976.0,84.875,186.8396554,34909.05682,0,0,0,1,0,0,0,0,1.0,86.41818182,91.27272727,83.18181818,0,0,0,0,0,0,22,2008,33,2745,29200,247,16,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSH-Patator,0.0
19425,1541,40388,2610,80,6,47,98370937,7,7,311.0,11595.0,311.0,0.0,44.42857143,117.5469511,4344.0,0.0,1656.428571,1757.579003,121,0,7566995.154,27300000.0,98400000.0,3.0,98400000.0,16400000.0,40200000.0,98400000.0,3.0,11655.0,1942.5,4415.844279,10955.0,49.0,0,0,0,0,232,232,0.071159229,0.071159229,0.0,4344.0,793.7333333,1423.961399,2027666.067,0,0,0,0,1,0,0,0,1.0,850.4285714,44.42857143,1656.428571,0,0,0,0,0,0,7,311,7,11595,251,235,1,32,979.0,0.0,979.0,979.0,98400000.0,0.0,98400000.0,98400000.0,DoS Hulk,0.0
